@RELATION medidor_um_janela_dez

@ATTRIBUTE medida_um	REAL
@ATTRIBUTE medida_dois	REAL
@ATTRIBUTE medida_tres	REAL
@ATTRIBUTE medida_quatro	REAL
@ATTRIBUTE medida_cincoo	REAL
@ATTRIBUTE medida_seis	REAL
@ATTRIBUTE medida_sete	REAL
@ATTRIBUTE medida_oito	REAL
@ATTRIBUTE medida_nove	REAL
@ATTRIBUTE valor_predito	REAL
@ATTRIBUTE dia_de_semana	REAL
@ATTRIBUTE fim_de_semana	REAL
@ATTRIBUTE estacao_do_ano	REAL
@DATA
1.100,0.550,0.110,0.770,1.650,1.210,0.440,0.000,0.880,0.770,1,0,3
0.550,0.110,0.770,1.650,1.210,0.440,0.000,0.880,0.770,1.540,1,0,3
0.110,0.770,1.650,1.210,0.440,0.000,0.880,0.770,1.540,1.210,1,0,3
0.770,1.650,1.210,0.440,0.000,0.880,0.770,1.540,1.210,1.760,1,0,3
1.650,1.210,0.440,0.000,0.880,0.770,1.540,1.210,1.760,0.770,1,0,3
1.210,0.440,0.000,0.880,0.770,1.540,1.210,1.760,0.770,0.110,1,0,3
0.440,0.000,0.880,0.770,1.540,1.210,1.760,0.770,0.110,0.770,1,0,3
0.000,0.880,0.770,1.540,1.210,1.760,0.770,0.110,0.770,0.220,1,0,3
0.880,0.770,1.540,1.210,1.760,0.770,0.110,0.770,0.220,0.550,1,0,3
0.770,1.540,1.210,1.760,0.770,0.110,0.770,0.220,0.550,0.770,1,0,3
1.540,1.210,1.760,0.770,0.110,0.770,0.220,0.550,0.770,1.430,1,0,3
1.210,1.760,0.770,0.110,0.770,0.220,0.550,0.770,1.430,1.210,1,0,3
1.760,0.770,0.110,0.770,0.220,0.550,0.770,1.430,1.210,0.440,1,0,3
0.770,0.110,0.770,0.220,0.550,0.770,1.430,1.210,0.440,0.110,1,0,3
0.110,0.770,0.220,0.550,0.770,1.430,1.210,0.440,0.110,1.540,1,0,3
0.770,0.220,0.550,0.770,1.430,1.210,0.440,0.110,1.540,0.990,1,0,3
0.220,0.550,0.770,1.430,1.210,0.440,0.110,1.540,0.990,0.770,1,0,3
0.550,0.770,1.430,1.210,0.440,0.110,1.540,0.990,0.770,1.210,1,0,3
0.770,1.430,1.210,0.440,0.110,1.540,0.990,0.770,1.210,1.100,1,0,3
1.430,1.210,0.440,0.110,1.540,0.990,0.770,1.210,1.100,0.770,1,0,3
1.210,0.440,0.110,1.540,0.990,0.770,1.210,1.100,0.770,1.100,1,0,3
0.440,0.110,1.540,0.990,0.770,1.210,1.100,0.770,1.100,1.100,1,0,3
0.110,1.540,0.990,0.770,1.210,1.100,0.770,1.100,1.100,0.880,1,0,3
1.540,0.990,0.770,1.210,1.100,0.770,1.100,1.100,0.880,0.880,1,0,3
1.210,1.100,0.660,1.210,1.100,0.880,0.880,1.210,0.990,0.880,1,0,3
1.100,0.660,1.210,1.100,0.880,0.880,1.210,0.990,0.880,1.100,1,0,3
0.660,1.210,1.100,0.880,0.880,1.210,0.990,0.880,1.100,1.210,1,0,3
1.210,1.100,0.880,0.880,1.210,0.990,0.880,1.100,1.210,0.990,1,0,3
1.100,0.880,0.880,1.210,0.990,0.880,1.100,1.210,0.990,0.770,1,0,3
0.880,0.880,1.210,0.990,0.880,1.100,1.210,0.990,0.770,1.210,1,0,3
0.880,1.210,0.990,0.880,1.100,1.210,0.990,0.770,1.210,1.210,1,0,3
1.210,0.990,0.880,1.100,1.210,0.990,0.770,1.210,1.210,1.320,1,0,3
0.990,0.880,1.100,1.210,0.990,0.770,1.210,1.210,1.320,1.100,1,0,3
0.880,1.100,1.210,0.990,0.770,1.210,1.210,1.320,1.100,1.320,1,0,3
1.100,1.210,0.990,0.770,1.210,1.210,1.320,1.100,1.320,1.100,1,0,3
1.210,0.990,0.770,1.210,1.210,1.320,1.100,1.320,1.100,1.210,1,0,3
0.990,0.770,1.210,1.210,1.320,1.100,1.320,1.100,1.210,0.550,1,0,3
0.770,1.210,1.210,1.320,1.100,1.320,1.100,1.210,0.550,1.100,1,0,3
1.210,1.210,1.320,1.100,1.320,1.100,1.210,0.550,1.100,1.430,1,0,3
1.210,1.320,1.100,1.320,1.100,1.210,0.550,1.100,1.430,0.990,1,0,3
1.320,1.100,1.320,1.100,1.210,0.550,1.100,1.430,0.990,1.210,1,0,3
1.100,1.320,1.100,1.210,0.550,1.100,1.430,0.990,1.210,0.660,1,0,3
1.320,1.100,1.210,0.550,1.100,1.430,0.990,1.210,0.660,0.660,1,0,3
1.100,1.210,0.550,1.100,1.430,0.990,1.210,0.660,0.660,0.660,1,0,3
1.210,0.550,1.100,1.430,0.990,1.210,0.660,0.660,0.660,0.660,1,0,3
0.550,1.100,1.430,0.990,1.210,0.660,0.660,0.660,0.660,1.650,1,0,3
1.100,1.430,0.990,1.210,0.660,0.660,0.660,0.660,1.650,0.660,1,0,3
1.430,0.990,1.210,0.660,0.660,0.660,0.660,1.650,0.660,1.100,1,0,3
0.990,1.210,0.660,0.660,0.660,0.660,1.650,0.660,1.100,0.550,1,0,3
1.210,0.660,0.660,0.660,0.660,1.650,0.660,1.100,0.550,0.660,1,0,3
0.660,0.660,0.660,0.660,1.650,0.660,1.100,0.550,0.660,0.880,1,0,3
0.660,0.660,0.660,1.650,0.660,1.100,0.550,0.660,0.880,0.990,1,0,3
0.660,0.660,1.650,0.660,1.100,0.550,0.660,0.880,0.990,1.100,1,0,3
0.660,1.650,0.660,1.100,0.550,0.660,0.880,0.990,1.100,1.210,1,0,3
1.650,0.660,1.100,0.550,0.660,0.880,0.990,1.100,1.210,0.550,1,0,3
0.660,1.100,0.550,0.660,0.880,0.990,1.100,1.210,0.550,1.210,1,0,3
1.100,0.550,0.660,0.880,0.990,1.100,1.210,0.550,1.210,1.210,1,0,3
0.550,0.660,0.880,0.990,1.100,1.210,0.550,1.210,1.210,0.990,1,0,3
0.660,0.880,0.990,1.100,1.210,0.550,1.210,1.210,0.990,0.770,1,0,3
0.880,0.990,1.100,1.210,0.550,1.210,1.210,0.990,0.770,1.100,1,0,3
0.990,1.100,1.210,0.550,1.210,1.210,0.990,0.770,1.100,1.210,1,0,3
1.100,1.210,0.550,1.210,1.210,0.990,0.770,1.100,1.210,0.880,1,0,3
1.210,0.550,1.210,1.210,0.990,0.770,1.100,1.210,0.880,1.210,1,0,3
0.880,1.210,1.210,0.660,1.100,1.210,1.210,0.660,1.210,1.210,1,0,3
1.210,1.210,0.660,1.100,1.210,1.210,0.660,1.210,1.210,1.210,1,0,3
1.210,0.660,1.100,1.210,1.210,0.660,1.210,1.210,1.210,0.550,1,0,3
0.660,1.100,1.210,1.210,0.660,1.210,1.210,1.210,0.550,1.210,1,0,3
1.100,1.210,1.210,0.660,1.210,1.210,1.210,0.550,1.210,1.100,1,0,3
1.210,1.210,0.660,1.210,1.210,1.210,0.550,1.210,1.100,1.540,1,0,3
1.210,0.660,1.210,1.210,1.210,0.550,1.210,1.100,1.540,1.210,1,0,3
0.660,1.210,1.210,1.210,0.550,1.210,1.100,1.540,1.210,1.650,1,0,3
1.210,1.210,1.210,0.550,1.210,1.100,1.540,1.210,1.650,1.430,1,0,3
1.210,1.210,0.550,1.210,1.100,1.540,1.210,1.650,1.430,0.550,1,0,3
1.210,0.550,1.210,1.100,1.540,1.210,1.650,1.430,0.550,1.210,1,0,3
0.550,1.210,1.100,1.540,1.210,1.650,1.430,0.550,1.210,0.550,1,0,3
1.210,1.100,1.540,1.210,1.650,1.430,0.550,1.210,0.550,0.550,1,0,3
1.100,1.540,1.210,1.650,1.430,0.550,1.210,0.550,0.550,0.110,1,0,3
1.540,1.210,1.650,1.430,0.550,1.210,0.550,0.550,0.110,0.660,1,0,3
1.210,1.650,1.430,0.550,1.210,0.550,0.550,0.110,0.660,1.430,1,0,3
1.650,1.430,0.550,1.210,0.550,0.550,0.110,0.660,1.430,1.100,1,0,3
1.430,0.550,1.210,0.550,0.550,0.110,0.660,1.430,1.100,0.110,1,0,3
0.550,1.210,0.550,0.550,0.110,0.660,1.430,1.100,0.110,0.550,1,0,3
1.210,0.550,0.550,0.110,0.660,1.430,1.100,0.110,0.550,0.110,1,0,3
0.550,0.550,0.110,0.660,1.430,1.100,0.110,0.550,0.110,0.660,1,0,3
0.550,0.110,0.660,1.430,1.100,0.110,0.550,0.110,0.660,0.000,1,0,3
0.110,0.660,1.430,1.100,0.110,0.550,0.110,0.660,0.000,0.770,1,0,3
0.660,1.430,1.100,0.110,0.550,0.110,0.660,0.000,0.770,0.110,1,0,3
1.430,1.100,0.110,0.550,0.110,0.660,0.000,0.770,0.110,1.650,1,0,3
1.100,0.110,0.550,0.110,0.660,0.000,0.770,0.110,1.650,0.770,1,0,3
0.110,0.550,0.110,0.660,0.000,0.770,0.110,1.650,0.770,0.550,1,0,3
0.550,0.110,0.660,0.000,0.770,0.110,1.650,0.770,0.550,0.660,1,0,3
0.110,0.660,0.000,0.770,0.110,1.650,0.770,0.550,0.660,0.000,1,0,3
0.660,0.000,0.770,0.110,1.650,0.770,0.550,0.660,0.000,0.990,1,0,3
0.000,0.770,0.110,1.650,0.770,0.550,0.660,0.000,0.990,1.100,1,0,3
0.770,0.110,1.650,0.770,0.550,0.660,0.000,0.990,1.100,1.100,1,0,3
0.110,1.650,0.770,0.550,0.660,0.000,0.990,1.100,1.100,0.660,1,0,3
1.650,0.770,0.550,0.660,0.000,0.990,1.100,1.100,0.660,1.100,1,0,3
0.770,0.550,0.660,0.000,0.990,1.100,1.100,0.660,1.100,0.550,1,0,3
0.550,0.660,0.000,0.990,1.100,1.100,0.660,1.100,0.550,1.210,1,0,3
0.660,0.000,0.990,1.100,1.100,0.660,1.100,0.550,1.210,0.990,1,0,3
0.000,0.990,1.100,1.100,0.660,1.100,0.550,1.210,0.990,0.770,1,0,3
0.990,1.100,1.100,0.660,1.100,0.550,1.210,0.990,0.770,1.100,1,0,3
0.550,1.210,0.550,0.880,0.550,1.210,1.210,0.550,1.100,0.660,1,0,3
1.210,0.550,0.880,0.550,1.210,1.210,0.550,1.100,0.660,1.100,1,0,3
0.550,0.880,0.550,1.210,1.210,0.550,1.100,0.660,1.100,0.660,1,0,3
0.880,0.550,1.210,1.210,0.550,1.100,0.660,1.100,0.660,0.000,1,0,3
0.550,1.210,1.210,0.550,1.100,0.660,1.100,0.660,0.000,1.430,1,0,3
1.210,1.210,0.550,1.100,0.660,1.100,0.660,0.000,1.430,0.770,1,0,3
1.210,0.550,1.100,0.660,1.100,0.660,0.000,1.430,0.770,1.320,1,0,3
0.550,1.100,0.660,1.100,0.660,0.000,1.430,0.770,1.320,0.770,1,0,3
1.100,0.660,1.100,0.660,0.000,1.430,0.770,1.320,0.770,0.550,1,0,3
0.660,1.100,0.660,0.000,1.430,0.770,1.320,0.770,0.550,1.430,1,0,3
1.100,0.660,0.000,1.430,0.770,1.320,0.770,0.550,1.430,1.430,1,0,3
0.660,0.000,1.430,0.770,1.320,0.770,0.550,1.430,1.430,0.550,1,0,3
0.000,1.430,0.770,1.320,0.770,0.550,1.430,1.430,0.550,0.660,1,0,3
1.430,0.770,1.320,0.770,0.550,1.430,1.430,0.550,0.660,1.210,1,0,3
0.770,1.320,0.770,0.550,1.430,1.430,0.550,0.660,1.210,0.660,1,0,3
1.320,0.770,0.550,1.430,1.430,0.550,0.660,1.210,0.660,1.210,1,0,3
0.770,0.550,1.430,1.430,0.550,0.660,1.210,0.660,1.210,1.100,1,0,3
0.550,1.430,1.430,0.550,0.660,1.210,0.660,1.210,1.100,0.990,1,0,3
1.430,1.430,0.550,0.660,1.210,0.660,1.210,1.100,0.990,0.660,1,0,3
1.430,0.550,0.660,1.210,0.660,1.210,1.100,0.990,0.660,0.770,1,0,3
0.550,0.660,1.210,0.660,1.210,1.100,0.990,0.660,0.770,0.000,1,0,3
0.660,1.210,0.660,1.210,1.100,0.990,0.660,0.770,0.000,1.100,1,0,3
1.210,0.660,1.210,1.100,0.990,0.660,0.770,0.000,1.100,0.990,1,0,3
0.660,1.210,1.100,0.990,0.660,0.770,0.000,1.100,0.990,0.660,1,0,3
1.210,1.100,0.990,0.660,0.770,0.000,1.100,0.990,0.660,0.440,1,0,3
1.100,0.990,0.660,0.770,0.000,1.100,0.990,0.660,0.440,0.220,1,0,3
0.990,0.660,0.770,0.000,1.100,0.990,0.660,0.440,0.220,1.430,1,0,3
0.660,0.770,0.000,1.100,0.990,0.660,0.440,0.220,1.430,1.100,1,0,3
0.770,0.000,1.100,0.990,0.660,0.440,0.220,1.430,1.100,0.770,1,0,3
0.000,1.100,0.990,0.660,0.440,0.220,1.430,1.100,0.770,0.550,1,0,3
1.100,0.990,0.660,0.440,0.220,1.430,1.100,0.770,0.550,1.210,1,0,3
0.990,0.660,0.440,0.220,1.430,1.100,0.770,0.550,1.210,1.100,1,0,3
0.660,0.440,0.220,1.430,1.100,0.770,0.550,1.210,1.100,0.660,1,0,3
0.440,0.220,1.430,1.100,0.770,0.550,1.210,1.100,0.660,1.210,1,0,3
0.220,1.430,1.100,0.770,0.550,1.210,1.100,0.660,1.210,0.550,1,0,3
1.430,1.100,0.770,0.550,1.210,1.100,0.660,1.210,0.550,1.210,1,0,3
1.100,0.770,0.550,1.210,1.100,0.660,1.210,0.550,1.210,0.880,1,0,3
0.770,0.550,1.210,1.100,0.660,1.210,0.550,1.210,0.880,0.880,1,0,3
0.550,1.210,1.100,0.660,1.210,0.550,1.210,0.880,0.880,1.210,1,0,3
0.550,1.210,0.880,0.880,1.210,0.990,0.770,1.210,0.550,1.210,0,1,3
1.210,0.880,0.880,1.210,0.990,0.770,1.210,0.550,1.210,1.210,0,1,3
0.880,0.880,1.210,0.990,0.770,1.210,0.550,1.210,1.210,0.880,0,1,3
0.880,1.210,0.990,0.770,1.210,0.550,1.210,1.210,0.880,0.880,0,1,3
1.210,0.990,0.770,1.210,0.550,1.210,1.210,0.880,0.880,1.210,0,1,3
0.990,0.770,1.210,0.550,1.210,1.210,0.880,0.880,1.210,0.550,0,1,3
0.770,1.210,0.550,1.210,1.210,0.880,0.880,1.210,0.550,1.210,0,1,3
1.210,0.550,1.210,1.210,0.880,0.880,1.210,0.550,1.210,1.210,0,1,3
0.550,1.210,1.210,0.880,0.880,1.210,0.550,1.210,1.210,0.770,0,1,3
1.210,1.210,0.880,0.880,1.210,0.550,1.210,1.210,0.770,0.990,0,1,3
1.210,0.880,0.880,1.210,0.550,1.210,1.210,0.770,0.990,1.100,0,1,3
0.880,0.880,1.210,0.550,1.210,1.210,0.770,0.990,1.100,1.100,0,1,3
0.880,1.210,0.550,1.210,1.210,0.770,0.990,1.100,1.100,0.660,0,1,3
1.210,0.550,1.210,1.210,0.770,0.990,1.100,1.100,0.660,1.210,0,1,3
0.550,1.210,1.210,0.770,0.990,1.100,1.100,0.660,1.210,0.660,0,1,3
1.210,1.210,0.770,0.990,1.100,1.100,0.660,1.210,0.660,1.100,0,1,3
1.210,0.770,0.990,1.100,1.100,0.660,1.210,0.660,1.100,1.210,0,1,3
0.770,0.990,1.100,1.100,0.660,1.210,0.660,1.100,1.210,0.880,0,1,3
0.990,1.100,1.100,0.660,1.210,0.660,1.100,1.210,0.880,0.880,0,1,3
1.100,1.100,0.660,1.210,0.660,1.100,1.210,0.880,0.880,1.210,0,1,3
1.100,0.660,1.210,0.660,1.100,1.210,0.880,0.880,1.210,0.550,0,1,3
0.660,1.210,0.660,1.100,1.210,0.880,0.880,1.210,0.550,1.210,0,1,3
1.210,0.660,1.100,1.210,0.880,0.880,1.210,0.550,1.210,1.100,0,1,3
0.660,1.100,1.210,0.880,0.880,1.210,0.550,1.210,1.100,0.660,0,1,3
1.100,1.210,0.880,0.880,1.210,0.550,1.210,1.100,0.660,1.210,0,1,3
1.210,0.880,0.880,1.210,0.550,1.210,1.100,0.660,1.210,0.990,0,1,3
0.880,0.880,1.210,0.550,1.210,1.100,0.660,1.210,0.990,0.770,0,1,3
0.880,1.210,0.550,1.210,1.100,0.660,1.210,0.990,0.770,1.100,0,1,3
1.210,0.550,1.210,1.100,0.660,1.210,0.990,0.770,1.100,1.210,0,1,3
0.550,1.210,1.100,0.660,1.210,0.990,0.770,1.100,1.210,0.550,0,1,3
1.210,1.100,0.660,1.210,0.990,0.770,1.100,1.210,0.550,1.210,0,1,3
1.100,0.660,1.210,0.990,0.770,1.100,1.210,0.550,1.210,1.100,0,1,3
0.660,1.210,0.990,0.770,1.100,1.210,0.550,1.210,1.100,0.660,0,1,3
1.210,0.990,0.770,1.100,1.210,0.550,1.210,1.100,0.660,1.210,0,1,3
0.990,0.770,1.100,1.210,0.550,1.210,1.100,0.660,1.210,0.990,0,1,3
0.770,1.100,1.210,0.550,1.210,1.100,0.660,1.210,0.990,0.770,0,1,3
1.100,1.210,0.550,1.210,1.100,0.660,1.210,0.990,0.770,1.210,0,1,3
1.210,0.550,1.210,1.100,0.660,1.210,0.990,0.770,1.210,1.210,0,1,3
0.550,1.210,1.100,0.660,1.210,0.990,0.770,1.210,1.210,0.550,0,1,3
1.210,0.660,1.100,1.210,0.660,1.100,1.210,0.880,0.880,1.210,0,1,3
0.660,1.100,1.210,0.660,1.100,1.210,0.880,0.880,1.210,0.660,0,1,3
1.100,1.210,0.660,1.100,1.210,0.880,0.880,1.210,0.660,1.100,0,1,3
1.210,0.660,1.100,1.210,0.880,0.880,1.210,0.660,1.100,1.100,0,1,3
0.660,1.100,1.210,0.880,0.880,1.210,0.660,1.100,1.100,1.210,0,1,3
1.100,1.210,0.880,0.880,1.210,0.660,1.100,1.100,1.210,0.660,0,1,3
1.210,0.880,0.880,1.210,0.660,1.100,1.100,1.210,0.660,1.210,0,1,3
0.880,0.880,1.210,0.660,1.100,1.100,1.210,0.660,1.210,1.100,0,1,3
0.880,1.210,0.660,1.100,1.100,1.210,0.660,1.210,1.100,0.880,0,1,3
1.210,0.660,1.100,1.100,1.210,0.660,1.210,1.100,0.880,0.880,0,1,3
0.660,1.100,1.100,1.210,0.660,1.210,1.100,0.880,0.880,1.210,0,1,3
1.100,1.100,1.210,0.660,1.210,1.100,0.880,0.880,1.210,0.880,0,1,3
1.100,1.210,0.660,1.210,1.100,0.880,0.880,1.210,0.880,0.880,0,1,3
1.210,0.660,1.210,1.100,0.880,0.880,1.210,0.880,0.880,1.210,0,1,3
0.660,1.210,1.100,0.880,0.880,1.210,0.880,0.880,1.210,0.550,0,1,3
1.210,1.100,0.880,0.880,1.210,0.880,0.880,1.210,0.550,1.320,0,1,3
1.100,0.880,0.880,1.210,0.880,0.880,1.210,0.550,1.320,1.100,0,1,3
0.880,0.880,1.210,0.880,0.880,1.210,0.550,1.320,1.100,0.660,0,1,3
0.880,1.210,0.880,0.880,1.210,0.550,1.320,1.100,0.660,1.100,0,1,3
1.210,0.880,0.880,1.210,0.550,1.320,1.100,0.660,1.100,0.990,0,1,3
0.880,0.880,1.210,0.550,1.320,1.100,0.660,1.100,0.990,0.880,0,1,3
0.880,1.210,0.550,1.320,1.100,0.660,1.100,0.990,0.880,1.100,0,1,3
1.210,0.550,1.320,1.100,0.660,1.100,0.990,0.880,1.100,1.100,0,1,3
0.550,1.320,1.100,0.660,1.100,0.990,0.880,1.100,1.100,0.660,0,1,3
1.320,1.100,0.660,1.100,0.990,0.880,1.100,1.100,0.660,1.210,0,1,3
1.100,0.660,1.100,0.990,0.880,1.100,1.100,0.660,1.210,0.660,0,1,3
0.660,1.100,0.990,0.880,1.100,1.100,0.660,1.210,0.660,1.100,0,1,3
1.100,0.990,0.880,1.100,1.100,0.660,1.210,0.660,1.100,1.210,0,1,3
0.990,0.880,1.100,1.100,0.660,1.210,0.660,1.100,1.210,0.550,0,1,3
0.880,1.100,1.100,0.660,1.210,0.660,1.100,1.210,0.550,1.210,0,1,3
1.100,1.100,0.660,1.210,0.660,1.100,1.210,0.550,1.210,0.660,0,1,3
1.100,0.660,1.210,0.660,1.100,1.210,0.550,1.210,0.660,1.100,0,1,3
0.660,1.210,0.660,1.100,1.210,0.550,1.210,0.660,1.100,1.210,0,1,3
1.210,0.660,1.100,1.210,0.550,1.210,0.660,1.100,1.210,0.770,0,1,3
0.660,1.100,1.210,0.550,1.210,0.660,1.100,1.210,0.770,0.990,0,1,3
1.100,1.210,0.550,1.210,0.660,1.100,1.210,0.770,0.990,1.210,0,1,3
1.210,0.550,1.210,0.660,1.100,1.210,0.770,0.990,1.210,0.660,0,1,3
0.550,1.210,0.660,1.100,1.210,0.770,0.990,1.210,0.660,1.100,0,1,3
1.210,0.660,1.100,1.210,0.770,0.990,1.210,0.660,1.100,1.210,0,1,3
0.550,1.210,0.550,1.210,1.210,0.550,1.210,0.660,1.100,1.210,1,0,3
1.210,0.550,1.210,1.210,0.550,1.210,0.660,1.100,1.210,0.550,1,0,3
0.550,1.210,1.210,0.550,1.210,0.660,1.100,1.210,0.550,1.210,1,0,3
1.210,1.210,0.550,1.210,0.660,1.100,1.210,0.550,1.210,0.660,1,0,3
1.210,0.550,1.210,0.660,1.100,1.210,0.550,1.210,0.660,0.550,1,0,3
0.550,1.210,0.660,1.100,1.210,0.550,1.210,0.660,0.550,0.660,1,0,3
1.210,0.660,1.100,1.210,0.550,1.210,0.660,0.550,0.660,0.000,1,0,3
0.660,1.100,1.210,0.550,1.210,0.660,0.550,0.660,0.000,1.870,1,0,3
1.100,1.210,0.550,1.210,0.660,0.550,0.660,0.000,1.870,0.550,1,0,3
1.210,0.550,1.210,0.660,0.550,0.660,0.000,1.870,0.550,0.660,1,0,3
0.550,1.210,0.660,0.550,0.660,0.000,1.870,0.550,0.660,0.000,1,0,3
1.210,0.660,0.550,0.660,0.000,1.870,0.550,0.660,0.000,0.770,1,0,3
0.660,0.550,0.660,0.000,1.870,0.550,0.660,0.000,0.770,0.000,1,0,3
0.550,0.660,0.000,1.870,0.550,0.660,0.000,0.770,0.000,0.880,1,0,3
0.660,0.000,1.870,0.550,0.660,0.000,0.770,0.000,0.880,0.660,1,0,3
0.000,1.870,0.550,0.660,0.000,0.770,0.000,0.880,0.660,0.660,1,0,3
1.870,0.550,0.660,0.000,0.770,0.000,0.880,0.660,0.660,1.320,1,0,3
0.550,0.660,0.000,0.770,0.000,0.880,0.660,0.660,1.320,0.660,1,0,3
0.660,0.000,0.770,0.000,0.880,0.660,0.660,1.320,0.660,0.770,1,0,3
0.000,0.770,0.000,0.880,0.660,0.660,1.320,0.660,0.770,0.000,1,0,3
0.770,0.000,0.880,0.660,0.660,1.320,0.660,0.770,0.000,0.660,1,0,3
0.000,0.880,0.660,0.660,1.320,0.660,0.770,0.000,0.660,0.000,1,0,3
0.880,0.660,0.660,1.320,0.660,0.770,0.000,0.660,0.000,0.880,1,0,3
0.660,0.660,1.320,0.660,0.770,0.000,0.660,0.000,0.880,1.100,1,0,3
0.660,1.320,0.660,0.770,0.000,0.660,0.000,0.880,1.100,1.210,1,0,3
1.320,0.660,0.770,0.000,0.660,0.000,0.880,1.100,1.210,0.880,1,0,3
0.660,0.770,0.000,0.660,0.000,0.880,1.100,1.210,0.880,0.330,1,0,3
0.770,0.000,0.660,0.000,0.880,1.100,1.210,0.880,0.330,0.550,1,0,3
0.000,0.660,0.000,0.880,1.100,1.210,0.880,0.330,0.550,0.220,1,0,3
0.660,0.000,0.880,1.100,1.210,0.880,0.330,0.550,0.220,1.540,1,0,3
0.000,0.880,1.100,1.210,0.880,0.330,0.550,0.220,1.540,1.100,1,0,3
0.880,1.100,1.210,0.880,0.330,0.550,0.220,1.540,1.100,0.660,1,0,3
1.100,1.210,0.880,0.330,0.550,0.220,1.540,1.100,0.660,1.100,1,0,3
1.210,0.880,0.330,0.550,0.220,1.540,1.100,0.660,1.100,1.100,1,0,3
0.880,0.330,0.550,0.220,1.540,1.100,0.660,1.100,1.100,0.660,1,0,3
0.330,0.550,0.220,1.540,1.100,0.660,1.100,1.100,0.660,1.100,1,0,3
0.550,0.220,1.540,1.100,0.660,1.100,1.100,0.660,1.100,0.880,1,0,3
0.220,1.540,1.100,0.660,1.100,1.100,0.660,1.100,0.880,0.880,1,0,3
1.540,1.100,0.660,1.100,1.100,0.660,1.100,0.880,0.880,1.100,1,0,3
0.990,0.770,1.100,0.990,0.770,1.210,0.660,0.990,1.210,0.550,1,0,3
0.770,1.100,0.990,0.770,1.210,0.660,0.990,1.210,0.550,1.210,1,0,3
1.100,0.990,0.770,1.210,0.660,0.990,1.210,0.550,1.210,1.100,1,0,3
0.990,0.770,1.210,0.660,0.990,1.210,0.550,1.210,1.100,1.210,1,0,3
0.770,1.210,0.660,0.990,1.210,0.550,1.210,1.100,1.210,0.660,1,0,3
1.210,0.660,0.990,1.210,0.550,1.210,1.100,1.210,0.660,1.100,1,0,3
0.660,0.990,1.210,0.550,1.210,1.100,1.210,0.660,1.100,0.990,1,0,3
0.990,1.210,0.550,1.210,1.100,1.210,0.660,1.100,0.990,0.770,1,0,3
1.210,0.550,1.210,1.100,1.210,0.660,1.100,0.990,0.770,0.440,1,0,3
0.550,1.210,1.100,1.210,0.660,1.100,0.990,0.770,0.440,0.110,1,0,3
1.210,1.100,1.210,0.660,1.100,0.990,0.770,0.440,0.110,1.650,1,0,3
1.100,1.210,0.660,1.100,0.990,0.770,0.440,0.110,1.650,0.770,1,0,3
1.210,0.660,1.100,0.990,0.770,0.440,0.110,1.650,0.770,0.440,1,0,3
0.660,1.100,0.990,0.770,0.440,0.110,1.650,0.770,0.440,0.660,1,0,3
1.100,0.990,0.770,0.440,0.110,1.650,0.770,0.440,0.660,0.770,1,0,3
0.990,0.770,0.440,0.110,1.650,0.770,0.440,0.660,0.770,0.550,1,0,3
0.770,0.440,0.110,1.650,0.770,0.440,0.660,0.770,0.550,1.430,1,0,3
0.440,0.110,1.650,0.770,0.440,0.660,0.770,0.550,1.430,0.660,1,0,3
0.110,1.650,0.770,0.440,0.660,0.770,0.550,1.430,0.660,1.430,1,0,3
1.650,0.770,0.440,0.660,0.770,0.550,1.430,0.660,1.430,1.210,1,0,3
0.770,0.440,0.660,0.770,0.550,1.430,0.660,1.430,1.210,1.210,1,0,3
0.440,0.660,0.770,0.550,1.430,0.660,1.430,1.210,1.210,0.550,1,0,3
0.660,0.770,0.550,1.430,0.660,1.430,1.210,1.210,0.550,0.660,1,0,3
0.770,0.550,1.430,0.660,1.430,1.210,1.210,0.550,0.660,0.770,1,0,3
0.550,1.430,0.660,1.430,1.210,1.210,0.550,0.660,0.770,0.550,1,0,3
1.430,0.660,1.430,1.210,1.210,0.550,0.660,0.770,0.550,1.540,1,0,3
0.660,1.430,1.210,1.210,0.550,0.660,0.770,0.550,1.540,1.210,1,0,3
1.430,1.210,1.210,0.550,0.660,0.770,0.550,1.540,1.210,1.100,1,0,3
1.210,1.210,0.550,0.660,0.770,0.550,1.540,1.210,1.100,0.660,1,0,3
1.210,0.550,0.660,0.770,0.550,1.540,1.210,1.100,0.660,0.770,1,0,3
0.550,0.660,0.770,0.550,1.540,1.210,1.100,0.660,0.770,0.880,1,0,3
0.660,0.770,0.550,1.540,1.210,1.100,0.660,0.770,0.880,1.320,1,0,3
0.770,0.550,1.540,1.210,1.100,0.660,0.770,0.880,1.320,1.210,1,0,3
0.550,1.540,1.210,1.100,0.660,0.770,0.880,1.320,1.210,0.990,1,0,3
1.540,1.210,1.100,0.660,0.770,0.880,1.320,1.210,0.990,1.210,1,0,3
1.210,1.100,0.660,0.770,0.880,1.320,1.210,0.990,1.210,1.210,1,0,3
1.100,0.660,0.770,0.880,1.320,1.210,0.990,1.210,1.210,1.100,1,0,3
0.660,0.770,0.880,1.320,1.210,0.990,1.210,1.210,1.100,1.210,1,0,3
0.770,0.880,1.320,1.210,0.990,1.210,1.210,1.100,1.210,1.210,1,0,3
1.210,1.100,1.210,1.210,1.210,1.100,1.210,1.100,1.210,0.770,1,0,3
